"Story","Title","Result","Date","Stability","Duration (s)"
"FUNCTIONALITY - Send email on the gmail page.","TEST TO BE PERFORMED - Send Email from the Gmail page.","SUCCESS","2019-10-25T09:22:09.947-05:00[America/Bogota]","0.0","18.51"
